CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
45292.0,France,Some college,11.0,Employed,"Developer, front-end",In-person,4.656021498642462
92812.0,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,"Architect, software or solutions",Hybrid-Flexible,4.967604131357432
6517.0,Tunisia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,Employed,"Developer, front-end",In-person,3.8140477209955996
165000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37.0,Employed,Database administrator or engineer,Remote,5.217483944213907
66259.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.821244877097418
305000.0,United States of America,Some college,16.0,Employed,"Architect, software or solutions",Hybrid-InPerson,5.484299839346786
140000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,Employed,"Developer, back-end",Hybrid-InPerson,5.146128035678238
55714.0,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, mobile",Hybrid-Flexible,4.745964339855343
292542.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Architect, software or solutions",Remote,5.466188226174782
315000.0,United States of America,Some college,13.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,5.498310553789601
98612.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, back-end",Remote,4.993929767037324
87550.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,"Independent contractor, freelancer, or self-employed",Database administrator or engineer,,4.942256150419465
6974.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Remote,3.843481943039958
31106.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",Remote,4.492844167662323
285000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,Cybersecurity or InfoSec professional,Remote,5.45484486000851
140000.0,United States of America,Some college,14.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,5.146128035678238
92461.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,4.965958586183324
500000.0,Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,"Independent contractor, freelancer, or self-employed",Data engineer,,5.698970004336019
213000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, back-end",Remote,5.328379603438738
46918.0,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, back-end",Hybrid-InPerson,4.671339490922681
58508.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.767215252720028
74761.0,Australia,Some college,38.0,Employed,"Developer, full-stack",Remote,4.873675101850418
155000.0,United States of America,Some college,4.0,Employed,Project manager,Remote,5.190331698170292
81210.0,Netherlands,Some college,22.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.909609510490169
200000.0,United States of America,Some college,22.0,Employed,"Developer, back-end",Hybrid-Flexible,5.301029995663981
75877.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,DevOps engineer or professional,Remote,4.880110151562937
68260.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, back-end",In-person,4.83416628394262
101911.0,Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,Employed,Academic researcher,In-person,5.008221063118011
14681.0,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,4.166755638665237
3800.0,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",In-person,3.57978359661681
25535.0,Canada,Less than secondary,28.0,Employed,System administrator,Hybrid-Choice,4.407135862191559
156000.0,United States of America,Some college,17.0,Employed,"Developer, back-end",Remote,5.193124598354461
75000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, game or graphics",In-person,4.8750612633917
203000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,Engineering manager,In-person,5.307496037913213
208000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Employed,"Developer, full-stack",Remote,5.318063334962762
157000.0,United States of America,Some college,30.0,Employed,"Architect, software or solutions",Remote,5.195899652409234
58367.0,Canada,Some college,10.0,Employed,"Developer, full-stack",Hybrid-Choice,4.766167371622161
21823.0,Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, front-end",In-person,4.338914452663329
220000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Remote,5.342422680822207
165000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.217483944213907
80254.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.904466687614416
92812.0,Ireland,Some college,18.0,"Independent contractor, freelancer, or self-employed","Senior executive (C-suite, VP, etc.)",,4.967604131357432
108000.0,United States of America,Some college,5.0,Employed,"Developer, full-stack",Remote,5.033423755486949
185000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.267171728403014
8137.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,Data engineer,Hybrid-InPerson,3.910464315995614
200000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,Cybersecurity or InfoSec professional,Remote,5.301029995663981
91013.0,Australia,Some college,23.0,Employed,"Developer, back-end",Remote,4.959103429958782
220000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Developer, full-stack",Remote,5.342422680822207
92000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Developer, full-stack",Remote,4.963787827345556
61430.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, full-stack",Remote,4.788380515319563
22286.0,China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,"Developer, full-stack",In-person,4.348032126182487
300000.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, back-end",Hybrid-Choice,5.477121254719663
25200.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,AI/ML engineer,Remote,4.401400540781544
94000.0,United States of America,Some college,10.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.973127853599698
210000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, full-stack",Remote,5.3222192947339195
36000.0,United States of America,Some college,40.0,"Independent contractor, freelancer, or self-employed",Applied scientist,,4.556302500767287
32767.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.515436681141699
39006.0,Australia,Some college,10.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",Hybrid-Choice,4.591131416423124
64247.0,Thailand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Employed,"Developer, back-end",In-person,4.807852853188326
185989.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Employed,"Developer, back-end",Hybrid-Flexible,5.269487259376148
200000.0,United States of America,Some college,10.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.301029995663981
44096.0,Republic of Korea,Some college,4.0,Employed,"Developer, back-end",In-person,4.644399195891513
4135.0,Romania,Less than secondary,30.0,Employed,Cloud infrastructure engineer,Hybrid-InPerson,3.6164755138885654
27109.0,Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, back-end",Hybrid-InPerson,4.433113497569716
4663.0,Sri Lanka,Some college,5.0,Employed,Data or business analyst,Hybrid-InPerson,3.668665415454492
70440.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.847819347295239
250000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,Engineering manager,Hybrid-Choice,5.3979400086720375
34544.0,Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Engineering manager,Hybrid-InPerson,4.5383726249901555
176000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Employed,"Developer, embedded applications or devices",In-person,5.2455126678141495
8189.0,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",,3.9132308711135604
8836.0,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, full-stack",Remote,3.946255707199397
101000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,5.004321373782642
110000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, front-end",Hybrid-Choice,5.041392685158225
40684.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Engineering manager,Hybrid-Choice,4.60942364564024
4185.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.6216954623292787
66417.0,Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Employed,DevOps engineer or professional,Remote,4.8222792549891
104015.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,Engineering manager,Hybrid-InPerson,5.017095973409203
260000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, back-end",Remote,5.414973347970818
5214.0,United States of America,Less than secondary,8.0,Employed,"Developer, game or graphics",In-person,3.71717102683231
21273.0,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Architect, software or solutions",In-person,4.3278287400941995
59826.0,Canada,Some college,4.0,Employed,"Developer, full-stack",Remote,4.7768899666394615
98977.0,Australia,Less than secondary,9.0,Employed,"Developer, back-end",Hybrid-Choice,4.995534286177595
36847.0,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68.0,"Independent contractor, freelancer, or self-employed",System administrator,Hybrid-Choice,4.566402134352921
70000.0,United States of America,Some college,17.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.845098040014257
72229.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,System administrator,Hybrid-Flexible,4.858711602157976
1011.0,Indonesia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Remote,3.004751155591001
500000.0,United States of America,Some college,17.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.698970004336019
45509.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, full-stack",Remote,4.658097292565206
5812.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,"Developer, back-end",In-person,3.764325605625984
100683.0,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,5.002956147520295
117017.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39.0,Employed,"Developer, back-end",Hybrid-Flexible,5.068248959779257
116015.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, mobile",Hybrid-Flexible,5.064514144365488
108913.0,United Kingdom of Great Britain and Northern Ireland,Some college,33.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.037079720814586
35104.0,Czech Republic,Less than secondary,4.0,Employed,"Developer, back-end",Hybrid-InPerson,4.545356605894617
176984.0,United Kingdom of Great Britain and Northern Ireland,Less than secondary,20.0,Employed,"Developer, back-end",Remote,5.247934006329064
325047.0,Australia,Less than secondary,22.0,Employed,System administrator,Remote,5.511946162101516
71168.0,Bulgaria,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",Remote,4.852284761229926
260000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,"Architect, software or solutions",Remote,5.414973347970818
7030.0,Singapore,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.846955325019824
92812.0,Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",Hybrid-InPerson,4.967604131357432
180000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,Engineering manager,In-person,5.2552725051033065
197225.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,5.294961964732401
47896.0,Bulgaria,Less than secondary,8.0,Employed,Data engineer,Remote,4.680299245137628
53095.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,Employed,"Architect, software or solutions",Remote,4.725053625137006
69609.0,Italy,Some college,23.0,Employed,"Developer, full-stack",Remote,4.842665394749131
83571.0,China,Some college,25.0,Employed,Academic researcher,In-person,4.922055598911023
44907.0,Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, full-stack",In-person,4.652314043106266
155521.0,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.191789040104612
52903.0,Egypt,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Architect, software or solutions",Remote,4.7234803005135095
14138.0,Malaysia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.1503879773252805
23203.0,Estonia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.36554414002947
77178.0,Belgium,Less than secondary,18.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.887493520021617
60000.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,"Developer, desktop or enterprise applications",Remote,4.778151250383644
37867.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",Remote,4.5782608996533165
136149.0,United Arab Emirates,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, back-end",Hybrid-InPerson,5.134014455840678
75410.0,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.87742894078822
300000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,AI/ML engineer,Remote,5.477121254719663
220000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Developer, back-end",Hybrid-Flexible,5.342422680822207
135530.0,New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.132035438327499
400000.0,United States of America,Some college,15.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.6020599913279625
46406.0,Slovenia,Some college,9.0,Employed,"Developer, full-stack",In-person,4.666574135693451
9299.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, mobile",Remote,3.9684362477117046
79932.0,Sri Lanka,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, back-end",Remote,4.902720679704484
38381.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,Employed,"Developer, back-end",Hybrid-InPerson,4.584116285897737
148791.0,Switzerland,Some college,23.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,5.172576662604033
47262.0,Madagascar,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Architect, software or solutions",In-person,4.67451209585296
48030.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,DevOps engineer or professional,Hybrid-InPerson,4.681512586638962
34462.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed",Engineering manager,Hybrid-InPerson,4.537340478096312
74396.0,Switzerland,Some college,29.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.871549585752497
67419.0,India,Some college,13.0,Employed,"Developer, back-end",Hybrid-Flexible,4.828782306510335
63808.0,Netherlands,Some college,15.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.8048751322955425
54000.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,4.732393759822968
23563.0,Malaysia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,Employed,AI/ML engineer,Hybrid-Flexible,4.372230583250113
109054.0,Slovakia,Less than secondary,40.0,Employed,"Developer, desktop or enterprise applications",In-person,5.037641599727357
46406.0,Germany,Some college,19.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.666574135693451
200356.0,Japan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Employed,"Developer, full-stack",Hybrid-Choice,5.3018023526478
86163.0,Sweden,Some college,25.0,Employed,"Developer, full-stack",Hybrid-Choice,4.935320811700832
74249.0,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",In-person,4.870690608865931
6010.0,Bangladesh,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, back-end",In-person,3.7788744720027396
110516.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",Remote,5.043425157737735
130000.0,United States of America,Less than secondary,12.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",,5.113943352306837
72155.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, back-end",Remote,4.858266431024404
75410.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Employed,"Developer, front-end",Hybrid-Flexible,4.87742894078822
48726.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,4.687760760873813
225000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,Cybersecurity or InfoSec professional,Remote,5.352182518111363
90181.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,Data or business analyst,Hybrid-Choice,4.955115046806369
63808.0,Italy,Some college,30.0,Employed,"Architect, software or solutions",Hybrid-Flexible,4.8048751322955425
118593.0,Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, back-end",Hybrid-Flexible,5.074059055376541
211019.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,Employed,Engineering manager,Hybrid-Flexible,5.324321560623101
4793.0,Ukraine,Some college,20.0,Employed,"Developer, mobile",Remote,3.680607428991788
3523.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,"Developer, QA or test",Remote,3.5469126431812423
109054.0,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,AI/ML engineer,Hybrid-InPerson,5.037641599727357
45177.0,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, full-stack",In-person,4.654917388011877
44086.0,Austria,Some college,8.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.644300696314782
49014.0,United Arab Emirates,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Developer, full-stack",In-person,4.690320146443271
175000.0,United States of America,Some college,35.0,Employed,Support engineer or analyst,Hybrid-Flexible,5.243038048686294
112534.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,Cybersecurity or InfoSec professional,Hybrid-Flexible,5.0512837560609425
75410.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Developer, QA or test",Hybrid-Flexible,4.87742894078822
49886.0,Cyprus,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Developer, full-stack",In-person,4.697978682380319
63808.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,Cybersecurity or InfoSec professional,In-person,4.8048751322955425
94339.0,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.97469126838219
160000.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed","Architect, software or solutions",,5.204119982655925
116256.0,Thailand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.065415376182621
102435.0,Austria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, full-stack",Hybrid-Flexible,5.010448371774086
139218.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,"Architect, software or solutions",Hybrid-Flexible,5.143695390413113
6382.0,Bangladesh,Some college,4.0,Employed,"Developer, mobile",In-person,3.8049567998574916
250000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.3979400086720375
12000.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Hybrid-Flexible,4.079181246047625
98612.0,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Data engineer,Hybrid-Flexible,4.993929767037324
71510.0,Australia,Some college,25.0,Employed,Academic researcher,In-person,4.85436677804087
41208.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, full-stack",Remote,4.614981536872523
12759.0,Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, back-end",Hybrid-InPerson,4.105816637433685
130019.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,Engineering manager,Hybrid-Flexible,5.1140068214777115
81210.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Developer, back-end",Hybrid-Flexible,4.909609510490169
43375.0,Hungary,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, game or graphics",In-person,4.63723948779893
98612.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-InPerson,4.993929767037324
84512.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.92691837952683
34804.0,Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Academic researcher,Hybrid-Choice,4.541629159983864
116015.0,Spain,Some college,20.0,"Independent contractor, freelancer, or self-employed",Applied scientist,,5.064514144365488
100000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, AI apps or physical AI",Hybrid-Flexible,5.0
121695.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",Remote,5.085272735033534
132264.0,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Employed,"Architect, software or solutions",Remote,5.121441652737077
52658.0,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, front-end",Hybrid-Flexible,4.72146436017342
122753.0,Switzerland,Some college,7.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.089032114787061
37210.0,South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Remote,4.570659670021534
87011.0,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,4.939574159944101
88171.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,"Developer, back-end",Hybrid-Flexible,4.945325766413451
79043.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,Data engineer,Hybrid-InPerson,4.897863415116016
102106.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Employed,"Developer, full-stack",Remote,5.009051263049979
75494.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,Engineering manager,Remote,4.877912436788959
161191.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Employed,"Developer, embedded applications or devices",In-person,5.207340789581642
78890.0,Belgium,Some college,24.0,Employed,"Developer, full-stack",Hybrid-Choice,4.897021956060363
93392.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,Engineering manager,Hybrid-InPerson,4.970309675966084
71539.0,Denmark,Some college,8.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,4.854542865117994
20893.0,China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, back-end",In-person,4.320000804264728
53367.0,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Employed,"Developer, full-stack",Remote,4.727272789836275
47658.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Architect, software or solutions",Remote,4.678135812933035
87339.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,Employed,"Developer, game or graphics",Hybrid-InPerson,4.941208215098853
96816.0,Hong Kong (S.A.R.),"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, front-end",In-person,4.9859471355883525
80050.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, mobile",Hybrid-Flexible,4.903361336255318
177300.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.248708735600918
58007.0,Slovenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.7634804052514905
69609.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,Project manager,Hybrid-Flexible,4.842665394749131
